Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crestfactor,Formfactor,Fault
0.5885,-0.857,-0.1144543434738024,0.1176200230184774,0.164124194403465,0.0334828908047571,0.8667817360723742,3.596445121906994,-1.4339279865997894,Inner Race
0.4885,-0.747,-0.1140129645002197,0.1151372210487493,0.1620439686822734,0.0078293830658633,0.4486008009064821,3.01273642871918,-1.4212701159465402,Inner Race
0.8195,-1.1805,-0.1142992089457493,0.1155836554675536,0.1625609093722845,-0.0085669162127848,1.5288345368671294,5.047176425818529,-1.4222496050985003,Inner Race
0.5675,-0.962,-0.1148877874896235,0.116694190167559,0.1637589800875993,-0.0333735968400753,1.0266554013672835,3.463789148583641,-1.4253562804740567,Inner Race
0.5115000000000001,-0.892,-0.1152103130035646,0.119040565994056,0.1656640802996319,-0.0333656451111907,0.7991177170640311,3.089248935738336,-1.4379385617773357,Inner Race
0.525,-0.6895,-0.1150878705014893,0.1165876510187769,0.1638256532527336,-0.0069185055904596,0.4143033915428025,3.208262580795879,-1.4234980799243164,Inner Race
0.5155,-0.7290000000000001,-0.1146768641046926,0.1164323892011505,0.1634298783988191,-0.0191492273768053,0.5603824392938799,3.150046944492777,-1.4251590049033578,Inner Race
0.604,-0.8315,-0.1149563943551931,0.1181755576504763,0.1648638955550005,-0.0078885680967645,0.7161943404437401,3.6631497295149504,-1.4341397682622268,Inner Race
0.5469999999999999,-0.7115,-0.113799575174569,0.1174851334140456,0.1635820692672551,0.0430170065395157,0.5400393016330327,3.3409012083688183,-1.4374596893501248,Inner Race
0.505,-0.7384999999999999,-0.114384808828556,0.1173262223144026,0.163870565914261,0.0063384576994369,0.5239833698187595,3.082668380865723,-1.4326334920417767,Inner Race
0.4579999999999999,-0.7335,-0.1143480882855608,0.1178117834643623,0.1641855629021082,-0.0055688466724764,0.5623257295916391,2.790858953486224,-1.4358640360345936,Inner Race
0.5175000000000001,-0.7275,-0.1141329410615752,0.1142959859683017,0.1615337764665917,0.006715471805295,0.4947529428430322,3.210366819029791,-1.4153862314648733,Inner Race
0.497,-0.8055,-0.1146310610869671,0.117509804717087,0.1641743388765133,-0.0229845423487295,0.5484842102611731,3.030075188783063,-1.4322123260205566,Inner Race
0.498,-0.7205,-0.1125809853996777,0.1178505551805033,0.1629906132561242,-0.0094672607580387,0.6197517892987567,3.0572545022743567,-1.4477281961181432,Inner Race
0.659,-0.785,-0.1142327017920797,0.119364438930239,0.1652183983816924,-0.0090810895053889,0.7315645295652677,3.992488411973824,-1.4463464528867924,Inner Race
0.448,-0.78,-0.1146567459348601,0.117829755783484,0.1644095630489542,0.0098307404452705,0.5245699975027807,2.7270037914977667,-1.4339400464708816,Inner Race
0.6045,-0.625,-0.1155970262219835,0.1159842907567011,0.1637608573314679,0.0215286061565004,0.4577701295873491,3.701199033642976,-1.4166484596720266,Inner Race
0.5235,-0.7115,-0.1148117095561306,0.1162545099778133,0.163404569434532,0.0108322735011281,0.4728030405236589,3.207958917120698,-1.423224364963,Inner Race
0.5565,-0.853,-0.1147984276576004,0.1181294133828262,0.1647201817248542,-0.0094714448103725,0.6300037623266552,3.382906182507318,-1.4348434925881743,Inner Race
0.5065,-0.8285,-0.1153229161580155,0.1183349655927506,0.1652435967999099,0.0140478728263469,0.6289580707801938,3.0662514197060906,-1.4328706100347135,Inner Race
0.7205,-0.9205,-0.1143460129889154,0.1153247487412195,0.1624146784160997,-0.028890679823285,0.9147155538125448,4.452172432439591,-1.4203506652925548,Inner Race
0.6054999999999999,-0.869,-0.1149611553298501,0.118107838845843,0.1648223858334867,-0.0192858379184125,0.7473704438392188,3.6732955126187337,-1.4337665767755854,Inner Race
0.4225,-0.7789999999999999,-0.1167985009033644,0.1143339040366125,0.1634558265740114,-0.0049331895799364,0.4445429473739333,2.587732027112043,-1.3994591779761052,Inner Race
0.4539999999999999,-0.718,-0.114172005469017,0.1162516818529963,0.1629427242062091,-0.0041475223299114,0.385620164921745,2.7873295675657697,-1.4271890455898495,Inner Race
0.481,-0.613,-0.1138486986669271,0.1162897745642828,0.1627516285569034,0.0251761381639956,0.464273403315562,2.9573183601192747,-1.42951252450389,Inner Race
0.6445000000000001,-0.862,-0.1152336784022657,0.1185309778685058,0.1653167846769179,-0.0189880952349398,0.8196041623813612,3.896196446557483,-1.4346911563100142,Inner Race
0.4665,-0.6995,-0.1145292250598173,0.1151877467605527,0.1624464982041442,-0.0047361036358931,0.4727506374245347,2.873494990793388,-1.4184086401339946,Inner Race
0.6675,-1.0535,-0.1147330680208994,0.1167747915467306,0.1637228595771997,-0.0167212146919073,0.8936551771803134,4.093326056424122,-1.4269792513578032,Inner Race
0.9165,-0.802,-0.1155958054592509,0.1178871380870871,0.1651051207028581,0.0464751037268364,0.9166550554065952,5.555198160072875,-1.4282948511083382,Inner Race
0.5894999999999999,-1.046,-0.1147235704868401,0.1165693226293688,0.1635571896156019,-0.0448784281244932,0.9105170037398456,3.604171716446648,-1.425608492646629,Inner Race
0.618,-0.7949999999999999,-0.1144411104057815,0.11810421873967,0.1644743818362671,-0.012722743437772,0.6705473742322441,3.758793244091547,-1.4372275624795303,Inner Race
0.4235,-0.6910000000000001,-0.1148078519458958,0.1103092216767038,0.1592235536211503,0.0124395251446278,0.3270092596446425,2.659125884482345,-1.3868449884719314,Inner Race
0.427,-0.7455,-0.1153456711753503,0.1118585144010592,0.1606853255682095,0.0017904347812232,0.3855432496623465,2.6521221066857823,-1.3930317330273183,Inner Race
0.411,-0.6865,-0.1149719468724058,0.1111294450841935,0.1599111396538373,-0.0025025154089,0.3623935560835074,2.564689256551574,-1.3908496883856816,Inner Race
0.532,-0.7145,-0.1152508667415401,0.1135349157358624,0.161788860789424,0.0151368965046822,0.5133579118271263,3.2926409583866385,-1.4037775198966933,Inner Race
0.503,-0.724,-0.1142124615459739,0.1137745054777104,0.1612197577203517,-0.0062733042332921,0.4976868536668939,3.1275171709370118,-1.411584424862367,Inner Race
0.597,-0.7775000000000001,-0.1158057278187411,0.115498735377532,0.1635690887296362,0.0243362118409766,0.6603980160506284,3.6574703235480026,-1.4124291458049518,Inner Race
0.5435,-0.754,-0.1171143854680404,0.1179846301831589,0.1662536742096959,-0.0097671884988694,0.6175164655028775,3.273164804297578,-1.419673408535755,Inner Race
0.4825,-0.8545,-0.1168054836661946,0.1159929357942319,0.1646279197709879,-0.0178761673115739,0.5810881854112049,2.9307404337744245,-1.4093914977444366,Inner Race
0.4639999999999999,-0.6970000000000001,-0.1150439962888812,0.1172430904105088,0.1642719307626616,0.0207682132233688,0.47250569704069,2.8298254275361243,-1.4278731602165036,Inner Race
0.685,-0.8605,-0.1163210117681527,0.1164865671237045,0.164628954865233,-0.0073173530605795,0.7454181129666362,4.169461480490451,-1.4152648184979757,Inner Race
0.4629999999999999,-0.746,-0.1153668636163875,0.1159289710276538,0.1635603339907889,-0.0019860935640567,0.5494330949192112,2.833841919146638,-1.4177199482559102,Inner Race
0.5165,-0.808,-0.1148145417256702,0.113064043611532,0.1611631395251582,0.0154402441426712,0.4295864313427533,3.2085708807277182,-1.403631618896687,Inner Race
0.531,-0.8555,-0.1168546804043166,0.1177720838407197,0.1659294039933941,0.0096256196876455,0.5615525766490332,3.1906357975672166,-1.419998950969083,Inner Race
0.5740000000000001,-0.7815000000000001,-0.1147799208945749,0.1157233095594724,0.1630127130165727,0.0111661978593857,0.6178916550300273,3.5252506668362806,-1.420199506001077,Inner Race
0.4725,-0.6665000000000001,-0.1140200693393232,0.1160637047026802,0.162718081971508,0.0227978179026868,0.4179871742166279,2.903707192597816,-1.4270959158263063,Inner Race
0.692,-0.709,-0.1162146100883832,0.116626033208869,0.1646584657001862,-0.009305304936254,0.5541819992024042,4.201093206552345,-1.416861613912813,Inner Race
0.5725,-0.884,-0.115118121002002,0.1148922261230612,0.1626534211246645,0.0009908588437673,0.6621945612991356,3.5096256093534226,-1.4128789653738647,Inner Race
0.659,-0.7495,-0.1150744176961765,0.1160526929501166,0.1634550538785893,-0.0218986041575363,0.7021178289914864,4.053627824649885,-1.4204549850842887,Inner Race
0.6385,-0.8069999999999999,-0.1157948386151667,0.1184072235905752,0.1656373691622639,-0.0249254360592519,0.7441090625721738,3.8600707383598,-1.4305342353443953,Inner Race
0.5355000000000001,-0.7595,-0.1141734703842961,0.1154045579362937,0.1623605381057548,-0.0094334072424281,0.5628340878453697,3.299953707066829,-1.4221453158280002,Inner Race
0.471,-0.73,-0.113794325894819,0.1156428520371692,0.1622616803395113,-0.0254144792672888,0.4632919164836904,2.904415358747368,-1.4258547563430244,Inner Race
0.4565,-0.736,-0.1151408027735729,0.1148457118424527,0.1626458872114996,-0.0121947091225933,0.4997896120901308,2.8125051290899186,-1.4126835431835398,Inner Race
0.5065,-0.7324999999999999,-0.1147557986229796,0.1152145967637183,0.1626339808005922,0.0128995828258754,0.5501760869882135,3.108980475913671,-1.4172768517009433,Inner Race
0.505,-0.7424999999999999,-0.1136456125787392,0.1157589292770477,0.1622244660359163,0.015944252001938,0.5220113727206142,3.114267300088761,-1.4274491007220695,Inner Race
0.546,-0.8725,-0.1153649836417793,0.1170302411496169,0.1643474410285719,0.0361575744564867,0.6919830694590035,3.3278776702117607,-1.4245612931923963,Inner Race
0.52,-0.8105,-0.1143264807851945,0.115434934702039,0.1624824962028574,-0.0245333619403867,0.6329365684527708,3.2058713185422687,-1.4212131688271972,Inner Race
0.585,-0.8275,-0.1147801650471214,0.1170935491282137,0.1639816561119499,-0.0255001036927666,0.587376467728707,3.5707162191444226,-1.4286525974279605,Inner Race
0.5665,-0.7755000000000001,-0.1165383075345476,0.1178170868712841,0.1657408591606776,0.0183649065413539,0.5171773440420422,3.4217705229489117,-1.4222991768901343,Inner Race
0.504,-0.8315,-0.1149259241173885,0.117973737619565,0.164716914812671,0.0179774909604998,0.6512357935911164,3.06199059331352,-1.43330995647388,Inner Race
0.4955,-0.729,-0.1153285316665852,0.1166148833803605,0.1640349267187196,-0.0093689598155753,0.4530013566878046,3.029882224385547,-1.4223917230895928,Inner Race
0.427,-0.8069999999999999,-0.1156453684261926,0.1167961276185146,0.1643753709338218,0.0058811687909354,0.4662967226804337,2.5973571389135683,-1.4213969576522865,Inner Race
0.526,-0.9915,-0.1142984764881097,0.1164669889963158,0.1632092232917338,-0.0311123013886306,0.5299654185517766,3.2348699827146223,-1.4279724942372791,Inner Race
0.5715,-0.7545,-0.1151953952829727,0.1156068638713505,0.1632175598320695,0.0144757650167289,0.5487989675019704,3.506700843979546,-1.4169284692509154,Inner Race
0.5335,-0.8225,-0.1159549050246594,0.1165676958537568,0.1644408339246597,0.0344585410906188,0.6051372027999136,3.249456711231476,-1.418193210422261,Inner Race
0.4455,-0.72,-0.1144809072708628,0.1173502234228271,0.1639699551562471,-0.0325392296942796,0.3754497714686613,2.7177255672335523,-1.4323214996127822,Inner Race
0.4465,-0.7444999999999999,-0.1146530592314077,0.1184030473665607,0.1648387043946376,0.0117926832799716,0.3890561584128946,2.7087832358854245,-1.4376990919856278,Inner Race
0.531,-0.7765,-0.1153538014551491,0.1199783607299056,0.1664494029689583,0.0059482564567172,0.5013682639062849,3.1922576197336925,-1.4429272364020354,Inner Race
0.4575,-0.7689999999999999,-0.1148128082425899,0.1191396001567914,0.1654735919255251,-0.0267552308028138,0.5056580560394395,2.76466559366584,-1.4412392082825862,Inner Race
0.508,-0.7155,-0.1144118121002002,0.1180565897144845,0.1644122341179809,-0.0116612896555313,0.4555020177393407,3.0914506339960126,-1.4370087044399176,Inner Race
0.4665,-0.775,-0.1147239367156599,0.1200664548332856,0.1660824288826341,0.0197006848951298,0.359980994533519,2.8122949838246445,-1.4475820090434826,Inner Race
0.5795,-0.758,-0.114863469895991,0.1191538983966231,0.1655252563122759,0.0105473207649167,0.536751559146436,3.494463916368333,-1.441125126687166,Inner Race
0.646,-0.964,-0.1145181649494604,0.1194352905130365,0.1654789591094223,-0.0228259420625791,0.8857307206116607,3.9044051381720273,-1.445016527076756,Inner Race
0.7105,-0.946,-0.1149322964988524,0.1188868757664858,0.1653849399603421,0.000508160639394,0.9683890970093448,4.293940589448061,-1.438943498283077,Inner Race
0.6005,-0.7825,-0.1147782606572586,0.117196389266271,0.1640469749650175,-0.0005611468628585,0.6439638310728946,3.6701896519887103,-1.429239564355805,Inner Race
0.548,-0.784,-0.1148476976414864,0.1198273238327471,0.1659914034105293,0.0007927970643677,0.5471449264064026,3.3050880370983213,-1.4452721027428694,Inner Race
0.3885,-0.759,-0.1145806191708579,0.1178996632526656,0.1644234759252178,-0.0135320248088628,0.4273717264606365,2.362628757597296,-1.435050482540412,Inner Race
0.486,-0.7935,-0.1144548561941501,0.1178827959885807,0.164316456656196,-0.0034315457115881,0.4638192664322191,2.966906514453086,-1.43554286118526,Inner Race
0.679,-0.9425,-0.1140410908735778,0.1178312318508767,0.1640046075895462,-0.0002689768386577,0.6628764199788171,4.152931900811308,-1.4382673016664371,Inner Race
0.503,-0.775,-0.114453952829728,0.1153874990648166,0.1625343470484905,0.0047188197664199,0.4641056866117705,3.089045802743755,-1.4200245318140403,Inner Race
0.513,-0.7055,-0.1143406904634015,0.1166423259078239,0.1633630455895183,0.0055726498740695,0.4341844690848144,3.141131655468081,-1.4287886000966836,Inner Race
0.426,-0.7605,-0.1146336979344694,0.1158495269413742,0.1630005839897784,0.0191854824169795,0.4380074746692803,2.6180122677023565,-1.4219646386592766,Inner Race
0.646,-0.841,-0.1150172371697836,0.117438503605781,0.1644002263518705,-0.022302558965701,0.5457296725691012,3.943444323336016,-1.429394972584446,Inner Race
0.442,-0.7275,-0.1144833487963279,0.1179073478013811,0.1643534496074191,-0.0351667147419977,0.5035376403946887,2.6889900125530435,-1.435604735464456,Inner Race
0.6165,-0.907,-0.1147493774110064,0.1189664124502702,0.1653050220763347,0.0114533652552401,0.6904178082625512,3.730817684203961,-1.4405948239227722,Inner Race
0.475,-0.663,-0.1153517017432491,0.1207539563319717,0.1670191245315622,0.0210178999016469,0.3942734572697104,2.847826549827254,-1.447978810817074,Inner Race
0.4285,-0.856,-0.114729039503882,0.1198359509803844,0.1659170942677992,-0.0296711150776066,0.572623305190521,2.585820798788842,-1.446178756810601,Inner Race
0.5275,-0.6935,-0.1147644416231261,0.1200374893823335,0.1660844757029878,0.020428501787351,0.4814124482229314,3.172415535839666,-1.447153905742005,Inner Race
0.4885,-0.7785,-0.1142021827237658,0.1172412868497693,0.163686671212781,-0.0091929125265319,0.5170159912296228,2.9810738078760104,-1.4333021515559274,Inner Race
0.4885,-0.8140000000000001,-0.1141185604765857,0.1171873821907927,0.1635847487965763,0.0231569170467442,0.5354061968891284,2.9907213509106474,-1.433459193247066,Inner Race
0.581,-0.756,-0.1148082914204795,0.1198120445620601,0.1659518923782119,0.0211963083937039,0.5468700895220204,3.506014954156188,-1.4454858893063487,Inner Race
0.5435,-0.736,-0.1165253186190732,0.1182986647979836,0.1660693769146968,0.0008353235422494,0.507721043664564,3.277514571280605,-1.4251448471696344,Inner Race
0.5835,-0.6539999999999999,-0.11466619463841,0.118850950710599,0.1651575569708148,0.0258125376173335,0.4016489648019068,3.540688931779284,-1.4403411147705738,Inner Race
0.415,-0.7495,-0.1139467259143512,0.1167986417582502,0.1631901525029023,-0.0039350840572618,0.4585589689331641,2.543206709116473,-1.4321457479506112,Inner Race
0.6165,-0.7849999999999999,-0.115661018604424,0.1193347727264732,0.1661919479915842,0.007695748175157,0.5448691418737108,3.715035086576492,-1.4368393073521282,Inner Race
0.52,-0.857,-0.1150335953903999,0.1189470233415026,0.1654775572974264,-0.0093471718028276,0.6089477895466744,3.142447942700415,-1.4385038876352363,Inner Race
0.569,-0.7725,-0.1143515552517212,0.117374910752478,0.1638836897633888,-0.0055346196613251,0.5921719341636122,3.483461080354949,-1.433178724910494,Inner Race
0.5175,-0.7605,-0.1151058889594218,0.1150601157674906,0.1627638831053194,0.0384987948383895,0.4396915106152192,3.1846146772584194,-1.4140550482724026,Inner Race
0.505,-0.835,-0.1147264759021436,0.1208088764964981,0.1666120362435887,-0.0037324434681694,0.6091466294639925,3.0301369718481643,-1.4521507402096387,Inner Race
0.4589999999999999,-0.747,-0.1148818545827433,0.11496087806412,0.1625562327527697,0.0291206290524371,0.3330241884817702,2.822298478357752,-1.414936117353235,Inner Race
0.713,-1.156,-0.1151813320962937,0.1194491248685567,0.165946464682993,0.0002555730136955,1.3101360899177843,4.30332169994742,-1.440796497848264,Inner Race
0.4629999999999999,-0.8085,-0.1145417256701987,0.1173912963392834,0.1640345502232291,-0.0313322593309136,0.5059875425882312,2.824118987777779,-1.4321614343860147,Inner Race
0.7919999999999999,-1.0645,-0.1151556472484008,0.1188629693948066,0.1654985978655947,-0.018279747948357,1.2913615590069478,4.803608030691666,-1.4371584192865947,Inner Race
0.5569999999999999,-0.8225,-0.1157179305630157,0.1180670364828686,0.1653252030936891,0.0066852611430406,0.5554030804340688,3.3743581987146403,-1.4286946117345227,Inner Race
0.6265000000000001,-0.708,-0.1142726939791981,0.1177717961084813,0.1641231186477343,0.023308436863791,0.48576782214851,3.830367496461101,-1.4362535980172015,Inner Race
0.504,-1.0425,-0.1127573856145319,0.1184807892394698,0.1635591445363073,-0.0119975832852187,0.7999913219641697,3.08128717362175,-1.450545760684813,Inner Race
0.47,-0.7335,-0.1148952341422921,0.11509943554541,0.1626427014410589,-0.0197298714531007,0.3794612493310454,2.893516217210516,-1.4155022905266526,Inner Race
0.7875,-0.9155,-0.1145881146540358,0.1194995119682218,0.1655665977815144,0.0206463970295002,0.9131243997909078,4.786683542745585,-1.444843453636414,Inner Race
0.4435,-0.7895,-0.1139650861858489,0.116314639324388,0.1628577001423471,-0.0026563943646461,0.4773410236171045,2.7252720460726203,-1.4290022916387852,Inner Race
0.5405,-0.6845,-0.1162073587577518,0.1196812917168073,0.1668195847999438,-0.006839212552405,0.4523555024426822,3.2449136256229423,-1.4355336879953156,Inner Race
0.5555,-0.7835,-0.1138190829630353,0.1159023833160635,0.1624551607269142,0.0089915545702275,0.571320818623698,3.4237949504780616,-1.427366249047921,Inner Race
0.515,-0.861,-0.1139615703891791,0.1175932887516303,0.1637596290589469,-0.012712355004836,0.5392768397363006,3.1481082009941947,-1.4369601985846532,Inner Race
0.5895,-0.769,-0.115416792812149,0.1188660608069956,0.1656810572422002,0.0162492639584636,0.5681182322454299,3.561414893248032,-1.4354766616347103,Inner Race
0.508,-0.8265,-0.1141383124175985,0.1159406227929263,0.1627119438188772,-0.0004218105701648,0.5264900356458555,3.125332054507902,-1.4256067225960685,Inner Race
0.624,-0.758,-0.114831070853069,0.1181631891591665,0.1647739173358121,0.0154104599531993,0.6197303588605496,3.799530640547968,-1.4349161815845766,Inner Race
0.5065000000000001,-1.0885,-0.1153378094633527,0.11855184463053,0.1654036405233226,-0.0282039024380442,1.1165384573010906,3.0640354572975053,-1.434094167167049,Inner Race
0.5735,-0.9365,-0.114189218223546,0.1171730413581436,0.1636208154084708,-0.0343937091899842,0.7035259785968948,3.498918718346388,-1.4328419791996527,Inner Race
0.486,-0.808,-0.1142047707407588,0.1186034443898011,0.164657570285475,-0.0187247051925461,0.5450510657809922,2.9539970344823843,-1.4417640987356686,Inner Race
0.426,-0.706,-0.1155462424923092,0.1172981593721127,0.164663336585462,-0.0191482939648924,0.3801303524777706,2.586833440682784,-1.425084947012839,Inner Race
0.5175,-0.8095,-0.1147950583524586,0.1176148580373113,0.1643529368890158,-0.036910900581676,0.5263895939625638,3.1563369827194547,-1.4316451095437368,Inner Race
0.6074999999999999,-0.7625,-0.1141522779432589,0.1165077268027153,0.1631168958599706,0.0024479684389963,0.5248484558254323,3.725021596595066,-1.4289262140318395,Inner Race
0.4685,-0.712,-0.1154162556765467,0.1184118692884812,0.1653607772115531,-0.0096809235713818,0.4732696319645471,2.836913111839781,-1.4327469589081596,Inner Race
0.5235,-0.748,-0.1149997314321988,0.1170565805702256,0.1640993850802576,0.0232663592387424,0.5187252843063788,3.1936452880309654,-1.4269513216300995,Inner Race
0.474,-0.7225,-0.1138693051418526,0.1170044098474472,0.163284627649493,0.0059402543869569,0.515106156465247,2.9052197046950465,-1.4340204936821603,Inner Race
0.4565,-0.7175,-0.1156514966551101,0.1196306872956858,0.1663995986700268,0.0213579948721692,0.513128671705098,2.746785522846398,-1.438783477588489,Inner Race
0.5945,-0.6875,-0.1138496996923678,0.1190391380281024,0.16474196109102,0.0236283090225389,0.6264578696474195,3.608856228559844,-1.4471227708067105,Inner Race
0.431,-0.7605,-0.1140843547048195,0.1155041564299954,0.1623543919023678,0.0086472580495465,0.2918565728562374,2.6531128281932563,-1.4230343850362857,Inner Race
0.509,-0.8725,-0.1150763709165486,0.1196354188023179,0.1660042749966642,-0.0299123825865213,0.6048514530149351,3.071292877621313,-1.4425537365714949,Inner Race
0.4955,-0.8314999999999999,-0.1154089311001513,0.1184286961564941,0.1653644461781801,-0.0217913400227391,0.5864890316461364,2.9961432425524603,-1.4328514035750095,Inner Race
0.5215000000000001,-0.6885,-0.1137420040041017,0.1182143508684451,0.1640688686672118,0.0368676454619493,0.4065227070083286,3.1819618580819817,-1.4424843071175075,Inner Race
0.625,-0.686,-0.1151874359099565,0.1162058281078599,0.1636261322561632,0.0117082254326772,0.43734825862263,3.819666761821544,-1.4205440767148878,Inner Race
0.477,-0.7765,-0.1146556960789101,0.1170955114587475,0.1638960802454886,-0.0136446670741414,0.4027790420274957,2.914874930645335,-1.4294657256461256,Inner Race
0.7835000000000001,-0.7615000000000001,-0.1135309097123883,0.118031846754324,0.1637809511952807,0.0637472637108957,0.6848547074177842,4.797072743882225,-1.4425858224696837,Inner Race
0.526,-0.7384999999999999,-0.1156132623663264,0.1193089373993572,0.1661455406587925,0.0044950200977725,0.4876041128756498,3.164023539653362,-1.4370190090587165,Inner Race
0.475,-0.862,-0.1151316470530787,0.1183702567266423,0.1651295596451358,-0.0294623392517568,0.6221551697715828,2.876650666346904,-1.4342712379969942,Inner Race
0.443,-0.9435,-0.1150161384833243,0.1186076873618228,0.1652270744505375,-0.0074418089521039,0.6619067246099799,2.6802104420894106,-1.436557923680287,Inner Race
